iter	RMSE
184	12.24507541
185	12.20375661
186	12.15291819
187	12.12993059
188	12.11135257
189	12.1000992
190	12.06812693
191	12.03543276
192	12.00327018
193	11.99121085
194	11.97250328
195	11.95828791
196	11.94823838
197	11.92764277
198	11.89447935
199	11.86968242
200	11.84438503
201	11.8183986
202	11.79771948
203	11.78536019
204	11.75916711
205	11.74808042
206	11.72447068
207	11.70637838
208	11.68516954
209	11.67085887
210	11.63816064
211	11.62142647
212	11.61324818
213	11.60263128
214	11.59181269
215	11.57949216
216	11.56846291
217	11.54827106
218	11.52730391
219	11.50355697
220	11.48724273
221	11.46509554
222	11.44399349
223	11.42773116
224	11.41541409
225	11.4038571
226	11.38572227
227	11.37889028
228	11.35530038
229	11.33485497
230	11.32650423
231	11.30534186
232	11.2802914
233	11.27202523
234	11.25641151
235	11.24862946
236	11.23972111
237	11.22478633
238	11.21330207
239	11.19612174
240	11.18154153
241	11.15790849
242	11.13415702
243	11.12451577
244	11.11720017
245	11.08982258
246	11.08266719
247	11.06874138
248	11.05387923
249	11.0403142
250	11.02674047
251	11.00436394
252	10.96940883
253	10.95635055
254	10.94364024
255	10.92674844
256	10.86824767
257	10.85431862
258	10.8421208
259	10.81963376
260	10.80512033
261	10.79176184
262	10.78009751
263	10.77418828
264	10.74963659
265	10.73532629
266	10.70365364
267	10.67411492
268	10.66338116
269	10.63346921
270	10.63104392
271	10.61298484
272	10.61063288
273	10.60005392
274	10.59004066
275	10.58101741
276	10.56985515
277	10.56139927
278	10.5559093
279	10.52862066
280	10.49642732
281	10.47782992
282	10.47032622
283	10.43814911
284	10.39989499
285	10.39559048
286	10.38822562
287	10.35922576
288	10.35502965
289	10.35095211
290	10.32041116
291	10.29036572
292	10.26213726
293	10.24509437
294	10.23635578
295	10.23088663
296	10.20403464
297	10.19885095
298	10.19388472
299	10.18912618
300	10.16547933
301	10.14130606
302	10.12493489
303	10.11028036
304	10.09389475
305	10.06851083
306	10.04617465
307	10.0246402
308	10.00309806
309	9.987290552
310	9.972081715
311	9.959276441
312	9.953916906
313	9.948080715
314	9.942406226
315	9.938057485
316	9.932548264
317	9.92776225
318	9.908013346
319	9.893268531
320	9.889151883
321	9.883867646
322	9.873855954
323	9.853511638
324	9.838315904
325	9.828653529
326	9.819242356
327	9.802705193
328	9.798776294
329	9.778565052
330	9.76030328
331	9.74673999
332	9.724839637
333	9.720700523
334	9.70709192
335	9.686187355
336	9.683727655
337	9.674856934
338	9.6554857
339	9.638300586
340	9.629650632
341	9.621222763
342	9.61301073
343	9.594340014
344	9.582062385
345	9.555269514
346	9.548224752
347	9.544283907
348	9.532169409
349	9.526371642
350	9.514793546
351	9.496183209
352	9.479254983
353	9.466857415
354	9.44819202
355	9.44293623
356	9.425498352
357	9.420365216
358	9.404247966
359	9.399100307
360	9.381702371
361	9.376680095
362	9.371783734
363	9.367113244
364	9.353829258
365	9.327355894
366	9.322682793
367	9.309171539
368	9.30119152
369	9.284772864
370	9.280295422
371	9.264901612
372	9.260530432
373	9.246486636
374	9.242441789
375	9.216654744
376	9.208860509
377	9.204650429
378	9.189418627
379	9.185380934
380	9.18142147
381	9.177480148
382	9.15265669
383	9.14880153
384	9.144934039
385	9.141173349
386	9.124980496
387	9.101467121
388	9.08926734
389	9.084188168
390	9.079286539
391	9.057169466
392	9.052415273
393	9.047749572
394	9.044006849
395	9.039538566
396	9.037477372
397	9.033093813
398	9.029450996
399	9.00403427
400	8.997772813
401	8.99576647
402	8.992203944
403	8.990256747
404	8.986790345
405	8.980732265
406	8.970028335
407	8.966396451
408	8.964477449
409	8.96109411
410	8.953476887
411	8.943589976
412	8.929925411
413	8.925810646
414	8.921839479
415	8.918595376
416	8.894002698
417	8.890829951
418	8.887399615
419	8.884062746
420	8.880966079
421	8.877946729
422	8.86403266
423	8.855902247
424	8.853007306
425	8.851412501
426	8.833533249
427	8.830704236
428	8.819896225
429	8.814363339
430	8.800808211
431	8.783787847
432	8.781084535
433	8.764606972
434	8.750578309
435	8.734495908
436	8.721923105
437	8.716809195
438	8.706556335
439	8.697670138
440	8.68237207
441	8.678542602
442	8.675410662
443	8.663289901
444	8.650361026
445	8.635881851
446	8.624375256
447	8.614413658
448	8.603712448
449	8.598360357
450	8.596818569
451	8.58715392
452	8.583265424
453	8.57263779
454	8.567312544
455	8.559555605
456	8.558115808
457	8.557336809
458	8.545853757
459	8.536025843
460	8.52231026
461	8.512724191
462	8.504647768
463	8.501701989
464	8.491316378
465	8.489991816
466	8.480798525
467	8.468276024
468	8.459101425
469	8.451069322
470	8.446575611
471	8.43168604
472	8.418164454
473	8.413864222
474	8.405413665
475	8.391012279
476	8.387568675
477	8.386409402
478	8.382803392
479	8.36814788
480	8.35924664
481	8.35247466
482	8.348229577
483	8.332871516
484	8.323532714
485	8.308689542
486	8.305570126
487	8.303049177
488	8.28872529
489	8.285725192
490	8.28057493
491	8.271600897
492	8.266632129
493	8.252821481
494	8.249641254
495	8.236301696
496	8.231279088
497	8.215109856
498	8.210281771
499	8.201753843
500	8.197145408
501	8.194339738
502	8.167899564
503	8.160057102
504	8.155580079
505	8.142695508
506	8.133107076
507	8.125143189
508	8.117668591
509	8.0970918
510	8.076999261
511	8.057379527
512	8.038221471
513	8.019697074
514	8.001411157
515	7.983556002
516	7.96628662
517	7.94942969
518	7.945181991
519	7.941091541
520	7.924619532
521	7.920670951
522	7.914870454
523	7.89644712
524	7.885236592
525	7.870284048
526	7.869692138
527	7.869119507
528	7.865327243
529	7.859331188
530	7.843241575
531	7.827504232
532	7.817150034
533	7.811490568
534	7.796124337
535	7.781121518
536	7.770125607
537	7.753121063
538	7.743108019
539	7.739397252
540	7.707735785
541	7.70213691
542	7.686007052
543	7.673387844
544	7.669826392
545	7.669282938
546	7.651521362
547	7.650990434
548	7.647089103
549	7.637687251
550	7.635998966
551	7.631162264
552	7.619909064
553	7.589646052
554	7.585650404
555	7.58411899
556	7.579908398
557	7.56567389
558	7.555888581
559	7.54637396
560	7.542304784
561	7.528195683
562	7.520748459
563	7.507514352
564	7.497507784
565	7.488886658
566	7.478101517
567	7.465801461
568	7.458771952
569	7.45066044
570	7.437178408
571	7.434017911
572	7.419849436
573	7.411514063
574	7.40651297
575	7.377432624
576	7.376058644
577	7.371181016
578	7.368782301
579	7.354347271
580	7.346305933
581	7.327256717
582	7.323485552
583	7.322697759
584	7.303847118
585	7.29190828
586	7.291476627
587	7.277890492
588	7.265138416
589	7.251879193
590	7.231578537
591	7.218231771
592	7.217810013
593	7.206474987
594	7.193496094
595	7.185285279
596	7.177064475
597	7.162882914
598	7.150428837
599	7.141478554
600	7.138764257
601	7.131152209
602	7.124695016
603	7.112490016
604	7.100575767
605	7.089370747
606	7.077721486
607	7.061946418
608	7.05934659
609	7.046069385
610	7.033470735
611	7.031024963
612	7.030621371
613	7.028538208
614	7.028148114
615	7.016600433
616	7.016220235
617	7.004760002
618	7.003251433
619	6.996450555
620	6.995454435
621	6.984256429
622	6.982308749
623	6.980900565
624	6.979242776
625	6.967506286
626	6.965678126
627	6.964060876
628	6.961892502
629	6.958537291
630	6.951033207
631	6.947835733
632	6.936822159
633	6.928813213
634	6.926412771
635	6.911784195
636	6.898037944
637	6.887244788
638	6.883384583
639	6.874952919
640	6.864424282
641	6.853837818
642	6.843803323
643	6.835581219
644	6.825755221
645	6.815892839
646	6.807885734
647	6.798530437
648	6.780840764
649	6.771671097
650	6.762721845
651	6.755023168
652	6.746295356
653	6.735193176
654	6.733651197
655	6.723659198
656	6.715111595
657	6.707763629
658	6.699412133
659	6.691261323
660	6.684107122
661	6.676143622
662	6.665071974
663	6.656309063
664	6.652674876
665	6.645132255
666	6.63732017
667	6.629696128
668	6.622700493
669	6.615252088
670	6.606718376
671	6.605205421
672	6.588454813
673	6.579647653
674	6.569247872
675	6.565828576
676	6.557091197
677	6.529780252
678	6.520955216
679	6.513007674
680	6.511264094
681	6.504301007
682	6.502596081
683	6.50072196
684	6.49334172
685	6.49184818
686	6.484918886
687	6.476185485
688	6.470149318
689	6.462415362
690	6.455535069
691	6.449421141
692	6.448004763
693	6.440389066
694	6.436950313
695	6.43520148
696	6.431296324
697	6.429291786
698	6.420181485
699	6.41393164
700	6.403905442
701	6.394362182
702	6.383604077
703	6.369537374
704	6.363624973
705	6.361364757
706	6.353382769
707	6.339885217
708	6.333072826
709	6.331228951
710	6.322209632
711	6.315781487
712	6.313996993
713	6.308503794
714	6.301396797
715	6.295518376
716	6.289725234
717	6.281585176
718	6.274130332
719	6.268524525
720	6.262725761
721	6.259516981
722	6.24233212
723	6.238048592
724	6.232765039
725	6.223019255
726	6.220826194
727	6.211475452
728	6.201159541
729	6.192635643
730	6.186441769
731	6.18452215
732	6.182492399
733	6.176519743
734	6.165919789
735	6.164813037
736	6.160364873
737	6.158649595
738	6.150972325
739	6.146315233
740	6.141306503
741	6.139890811
742	6.135619059
743	6.125566816
744	6.121860877
745	6.112702286
746	6.107844844
747	6.102581751
748	6.094044439
749	6.086427086
750	6.078091912
751	6.073408193
752	6.069221401
753	6.064858444
754	6.063715004
755	6.06233498
756	6.05979594
757	6.057377188
758	6.054982175
759	6.044946122
760	6.043478736
761	6.042060247
762	6.040688881
763	6.037077393
764	6.026179065
765	6.018988276
766	6.007523226
767	6.006058839
768	6.00010254
769	5.995673567
770	5.987316931
771	5.983843824
772	5.97570453
773	5.971550366
774	5.963800206
775	5.95854101
776	5.955149784
777	5.951287797
778	5.939819093
779	5.931888247
780	5.924167321
781	5.919164695
782	5.914679377
783	5.907153023
784	5.899825436
785	5.896159212
786	5.889017481
787	5.8844293
788	5.877468906
789	5.872041966
790	5.861630488
791	5.858835704
792	5.851745779
793	5.845120519
794	5.843898051
795	5.838333374
796	5.831573527
797	5.825250533
798	5.822102919
799	5.813943137
800	5.80749812
801	5.799622275
802	5.794104241
803	5.786084825
804	5.772601126
805	5.767975752
806	5.765540191
807	5.762983597
808	5.760526784
809	5.758216658
810	5.749729161
811	5.74223516
812	5.736420135
813	5.729113658
814	5.72684221
815	5.714032785
816	5.711425647
817	5.709260772
818	5.706790093
819	5.704160541
820	5.697784108
821	5.695395915
822	5.692892559
823	5.690877454
824	5.68453602
825	5.679018562
826	5.671997186
827	5.665893674
828	5.659106771
829	5.651636904
830	5.64437863
831	5.638638339
832	5.63306653
833	5.627947529
834	5.617620876
835	5.611474238
836	5.603788771
837	5.597913973
838	5.593513663
839	5.587910894
840	5.586749087
841	5.579495504
842	5.573896872
843	5.56527013
844	5.558419194
845	5.554162723
846	5.54672805
847	5.545218758
848	5.54313505
849	5.537333338
850	5.532113197
851	5.5280387
852	5.522291283
853	5.520276707
854	5.514947194
855	5.512997714
856	5.505674729
857	5.503937846
858	5.496594142
859	5.488971468
860	5.483321992
861	5.477482763
862	5.476629208
863	5.47580549
864	5.470606398
865	5.465046219
866	5.452643215
867	5.45018574
868	5.447810569
869	5.447060483
870	5.445413158
871	5.4364055
872	5.430212472
873	5.426238757
874	5.424628073
875	5.423062399
876	5.418388968
877	5.417124705
878	5.41205444
879	5.410493337
880	5.4056533
881	5.404358815
882	5.383491527
883	5.373760381
884	5.37147924
885	5.369681255
886	5.357763621
887	5.34465241
888	5.343391581
889	5.342169538
890	5.340311973
891	5.33130699
892	5.323054857
893	5.317782565
894	5.311280338
895	5.305141382
896	5.29792971
897	5.286602167
898	5.283867413
899	5.281268648
900	5.263910527
901	5.247436457
902	5.241185461
903	5.237327167
904	5.233563805
905	5.226382511
906	5.22229198
907	5.205175015
908	5.200584495
909	5.193689854
910	5.187071638
911	5.172120463
912	5.169569464
913	5.16519602
914	5.158360854
915	5.153549964
916	5.149220472
917	5.147776474
918	5.141104702
919	5.136922624
920	5.12999159
921	5.122339642
922	5.117926125
923	5.114868635
924	5.10069053
925	5.093339624
926	5.085642778
927	5.080877826
928	5.073804437
929	5.070875921
930	5.06765455
931	5.064851527
932	5.060137148
933	5.05563697
934	5.048821565
935	5.045570231
936	5.032147131
937	5.025877684
938	5.023698312
939	5.016605811
940	5.014622809
941	5.010143246
942	5.008873505
943	5.006344804
944	5.004334161
945	5.003131064
946	4.992919109
947	4.990846752
948	4.986922256
949	4.979265092
950	4.966741813
951	4.960151288
952	4.946777533
953	4.945284383
954	4.941078355
955	4.931236213
956	4.926410241
957	4.913286042
958	4.906281609
959	4.904477338
960	4.902609378
961	4.901462897
962	4.8874025
963	4.883249823
964	4.871322186
965	4.859011163
966	4.855282094
967	4.852915505
968	4.846232686
969	4.840599606
970	4.839173976
971	4.83821233
972	4.834301784
973	4.828664135
974	4.822238732
975	4.816798053
976	4.81624268
977	4.815708752
978	4.815195403
979	4.805721773
980	4.8052272
981	4.804751613
982	4.801647947
983	4.797493748
984	4.797033914
985	4.784180087
986	4.780210208
987	4.777408144
988	4.769466681
989	4.76853653
990	4.763771365
991	4.76287557
992	4.762007911
993	4.761167381
994	4.749753049
995	4.747398589
996	4.747035921
997	4.743807587
998	4.739725395
999	4.728034293
